Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors
"Sr. Data Engineer, Exempt",$87k-$154k (Glassdoor Est.),"Adventist Health is more than an award-winning health system. We provide whole-person care to our communities and champion the greater good - from the operating room to the boardroom, we are driven by our unique passion to live God's love through health, wholeness and hope. From Oregon to Oahu, we have a calling to always do more. Now is your chance to apply your passion to our mission. We're looking for someone to join our team as a Sr. Data Engineer who: Provides senior level expertise in the design, mapping, development and testing of data movement for a data warehouse environment, with emphasis on the Extract-Transform-Load (ETL) process. Develops techniques surrounding data movement to exploit technologies such as DB2, Oracle and Informatica. Participates in data acquisition and transformation delivery and provides oversight and technical checkpoints to enforce standards and quality of Business Intelligence solutions. Essential Functions: Functions as a technical Informatica Administrator to maintain and develop ETL specifications for healthcare business and clinical users. Designs, builds and tests deliverables for complex ETL process and interfaces spanning multiple applications. Moderates discussions between technical and non-technical end users, taking non-technical requirements and converting them into technical requirements. Develops ETL source and target mapping design/specifications based on the business requirements and ETL standards and architecture. Assesses organizations, processes, channels, applications and data to identify practical solutions. Assumes responsibility for problem assessment and resolution in compliance with SLA requirements for ETL support. Participates in the on-call rotation schedule as needed. Performs other job-related duties as assigned. You'll be successful with the following qualifications: Education: Bachelor's Degree in computer science, management information systems, applied mathematics or equivalent combination of education/related experience: Required Work Experience: Five years ETL development or equivalent work experience using Informatica: Preferred Healthcare experience: Preferred",3.5,"Adventist Health System/West
3.5","Roseville, CA",-1,10000+ Employees,1973,Nonprofit Organization,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,-1
Senior Data Engineer,-1,"JOB DESCRIPTION We are looking for Data Engineer to ensure our team always have access to the right data at the right time to make key product decisions. You have: Played a key role in scaling data stack in high growth consumer products. Professional coding experience in C/C++, Java, Python, Javascript, Shell or Go. Experience architecting and developing distributed systems. Led engineering, product, and design team to architect and instrument analytics, feature flagging, A/B testing capabilities in deep and complex UI/UX flows. Created robust data pipeline and interfaces that allow cross-domain analysis (such as combining performance, user events, revenue, etc) reliably and cost-effectively. Engineered automated presentation layers with an internal team or 3rd party tools to help the company understand business goals and their trajectories. You will: Architect and evolve Polarr's data stack to match the need of data and product team. Develop, construct, test and maintain large-scale data processing systems. Drive engineering and product team for data standardization and instrumentation. Communicate cross-functionally with product, design, engineering, and executives. You are: Highly proficient in a modern database, data pipelines, tools, and scripting languages. Passionate about consumer product design and end-user experiences. Curious, skeptical, and ready to drive deep into the weed. Must-Have Experience at Top Tier startups or Top Tier established companies Complex and substantive project experience CS or Computer related STEM degree Modern database and data pipeline experience C/C++ or Java or Python or JavaScript or Shell or Golang Distributed Systems",-1,Hired Recruiters,"San Jose, CA",-1,1 to 50 Employees,2015,Contract,Internet,Information Technology,Unknown / Non-Applicable,-1
"Data Engineer, Video Cloud",$84k-$151k (Glassdoor Est.),"Founded in 2012, ByteDance is a technology company operating a range of content platforms that inform, educate, entertain, and inspire people across languages, cultures, and geographies. With a suite of more than a dozen products, including TikTok, Douyin, Toutiao, Helo, and Resso, ByteDance now has a portfolio of applications available in over 150 markets and 75 languages. ByteDance Video Infrastructure is a world-leading video platform that provides multi-media storage, delivery, transcoding, and streaming services. We are building the next generation video processing platform and the largest live streaming network, which provides excellent experiences for billions of users around the world. Popular video products of ByteDance are all empowered by our cutting-edge cloud technologies. Working in this team, you will have the opportunity to tackle challenges of large-scale networks all over the world while leveraging your expertise in coding, algorithms, complexity analysis, and large-scale system design. Responsibilities: - Craft optimal data processing architecture and systems for new data and ETL pipelines. - Design, build, and maintain efficient and reliable data pipelines to move and transform data (both large and small amounts). - Drive internal process improvements and automate manual processes for data quality and SLA management. - Work with different cross-functional partners including CDN, Video Understanding, Video Transcoding, Live Streaming, and Real-Time Communication. Qualifications: - Bachelor's degree in Computer Science or a related technical background involving software/system engineering, or equivalent working experience. - Good programming experience with at least one of the following languages: C, C++, Java, Python, or Go. - Experience in custom ETL/data pipeline design, implementation, and maintenance. - Experience with data processing software (Hadoop, Spark, Pig, Hive) and algorithms (MapReduce, Flume). ByteDance is committed to creating an inclusive space where employees are valued for their skills, experiences, and unique perspectives. Our platform connects people from across the globe and so does our workplace. At ByteDance, our mission is to inspire creativity and enrich life. To achieve that goal, we are committed to celebrating our diverse voices and to creating an environment that reflects the many communities we reach. We believe individuals shouldn't be disadvantaged because of their background or identity, but instead should be considered based on their strengths and experience. We are passionate about this and hope you are too. ByteDance is committed to providing reasonable accommodations during our recruitment process. If you need assistance or accommodation, please reach out to us at USRC@bytedance.com.",3.9,"Bytedance
3.9","Mountain View, CA",-1,10000+ Employees,2012,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,-1
Sr Big Data Engineer,$87k-$155k (Glassdoor Est.),"Position: Sr Big Data Engineer*
Location: Costa Mesa, CA // San Jose, CA , look for locals*
Duration: 12+ Months*
Looking For Seniors. 10 + Years of experience.*
Job Description: *
Requirements *
• BS degree in computer science, computer engineering or equivalent

• Proficient in Java, Spark, Kafka, Python, AWS Cloud technologies

• Must have active current experience with Scala, Java, Python, Oracle, Cassandra, Hbase, Hive

• 3+ years of experience across multiple Hadoop / Spark technologies such as Hadoop, MapReduce, HDFS, Cassandra, HBase, Hive, Flume, Sqoop, Spark, Kafka, Scala Familiarity with AWS scripting and automation

• Flair for data, schema, data model, how to bring efficiency in big data related life cycle

• Must be able to quickly understand technical and business requirements and can translate them into technical implementations

• Experience with Agile Development methodologies

• Experience with data ingestion and transformation

• Solid understanding of secure application development methodologies

• Experienced in developing microservices using spring framework is a plus

• Understanding of automated QA needs related to Big data

• Strong object-oriented design and analysis skills

• Excellent written and verbal communication skills
Responsibilities: *
• Utilize your software engineering skills including Java, Spark, Python, Scala to Analyze disparate, complex systems and collaboratively design new products and services

• Integrate new data sources and tools

• Implement scalable and reliable distributed data replication strategies

• Ability to mentor and provide direction in architecture and design to onsite/offshore developers

• Collaborate with other teams to design and develop and deploy data tools that support both operations and product use cases

• Perform analysis of large data sets using components from the Hadoop ecosystem

• Own product features from the development, testing through to production deployment

• Evaluate big data technologies and prototype solutions to improve our data processing architecture

• Automate everything

Contract length: 12 months

Job Types: Part-time, Contract

Salary: $99,777.00 - $216,085.00 per year

Schedule:
Monday to Friday",2.7,"IMG Systems
2.7","San Jose, CA",-1,1 to 50 Employees,-1,Company - Private,Consulting,Business Services,$1 to $5 million (USD),-1
Senior Big Data Engineer,$136k-$237k (Glassdoor Est.),"Zoom is an award-winning workplace. We have been recognized by Comparably as #1 CEO, Company Happiness, Benefits, Compensation, Diversity, and more! Not to mention we’ve been awarded by Glassdoor as the 2nd Best US workplace & Best Large Company US CEO in 2018, Wealthfront, and Business Insider. Our culture focuses on delivering happiness, our commitment to transparency, and the tangible benefits we provide our employees and our customers. Big Data Engineer Job Summary: We’re looking for a Big Data Engineer who can find out the solution to support the requirement on service operation and product development. As a Big Data Engineer, you’ll understand and manage our data, work with the engineering team and operation team to figure out the tough problem about service operation and product design. Job Responsibilities: Gather and process raw data at scale. Process unstructured data into structured data, manage schema of new data. Manage data access to protect data in a safe way. Read, extract, transform, stage and load data to selected tools and frameworks as required and requested. Perform tasks such as writing scripts, write SQL queries, etc. Work closely with the operation team to advise the solution about service scalability, healthy monitoring and refining optimization by data analysis. Work closely with the engineering team to monitor product performance and track product quality trends. Analyze processed data. Monitoring data performance and modifying infrastructure as needed. Define data retention policies. Job Requirements: 5 + years of recent experience in data engineering. Bachelor’s Degree or more in Computer Science or a related field. Experiences on Cloudear CDH platform,Spark programming，Impala SQL Lauguage, Analyze data via Hive,etc. A solid track record of data management showing your flawless execution and attention to detail. Strong knowledge of and experience with statistics. Programming experience, ideally in Python, Java or Scala, and a willingness to learn new programming languages to meet goals and objectives. Experience in C, Linux Shell, JavaScript or other programming languages is a plus. Knowledge of ETL, visualization and reporting, with an understanding of the best, most efficient use of associated tools and applications to complete these tasks. Deep knowledge of data features engineering, data mining, machine learning, or information retrieval. Experience processing large amounts of structured and unstructured data, including integrating data from multiple sources. Experience in production support and troubleshooting. You find satisfaction in a job well done and thrive on solving head-scratching problems. Language requirement: English, Mandarin is plus",3.3,"Zoom
3.3","San Jose, CA",-1,501 to 1000 Employees,2006,Company - Private,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,-1
GCP Data Engineer,-1,"*Title : GCP Data Engineers*

*Duration: 6 months + possible extension*

*Location : 100% remote*

*If someone doesn’t have GCP, strong Azure cloud is also fine.*

*Must Haves*

Python (Intermediate to advance Python background)

Strong SQL (Minimum - 3 years)

Worked with CI/CD pipeline

Cloud Exp - 2-3 yrs exp (GCP and open to AWS)

Will Ingest Data Pipelines in GCP !

Rest API consumption

Data Warehousing background

Telemetry Data

Data Profiling

Performance monitoring/Logging into BigData or Cloud Platform

Network Monitoring

Virtualization Logs

*Requirements*

Strong experience in building cloud native data engineering solutions using GCP or AWS platforms

4+ years of development experience with Python at an advanced level including concurrent and metaprogramming

Prior experience of building data ingestion pipelines of telemetry data in GCP/AWS including app monitoring, performance monitoring and network monitoring logs. \*

Deep background in building data integration applications using Spark or mapReduce frameworks

Track record of producing software artifacts of exceptional quality by adhering to coding standards, design patterns and best practices.

Well versed in SQL / NoSQL technologies and deep familiarity with dimensional modeling and Data warehousing concepts

Expertise in workflow scheduling and orchestration frameworks such as Airflow or Oozie.

Preferred someone who has worked with GCP products such as BigQuery, Cloud Composer, Data fusion, GCS and GKE or corresponding technologies on AWS platform

High proficiency in working with Git, automated build and CI/CD pipelines

Job Type: Contract

Pay: $50.00 - $60.00 per hour

Schedule:
* Day shift

Work Remotely:
* Yes",3.1,"SSIT
3.1","San Jose, CA",-1,201 to 500 Employees,-1,College / University,Colleges & Universities,Education,Less than $1 million (USD),-1
Senior Big Data Engineer,$122k-$218k (Glassdoor Est.),"DB Best is a global full-service company, operating at the cutting edge of the latest cloud technologies. DB Best is involved in hundreds of projects with top-tier customers worldwide. Currently, we have several ongoing engagements with a leading global retailer in the beauty industry. We’ve been working with this customer for over 5 years and have established a strong relationship with them. We have already significantly improved their entire enterprise reporting platform, including ETL processes, enterprise data warehouse, data marts and data visualization components for this customer. Now, our customer is looking for faster and better decision making and advanced analytics. So, they consider leveraging Big Data technologies and they turned to DB Best to help them develop and maintain this new system. So, we’re looking for an experienced Senior Big Data Engineer in San Francisco, CA to join our star team. Actually, we invite you to join one of the most skillful teams at DB Best. Currently, our distributed team includes over 60% of senior developers. So, working with this team of industry experts is really a great pleasure. This huge opportunity is unlike any project that you’ve worked before. Come join the team and let’s discover together how big, big data can be… Seeking Big Data Superhero As a Big Data Senior Developer, you will be working with clients to implement leading edge data analytics and cloud solutions across a range of industries. We are looking for software engineers with a strong understanding of the full data development lifecycle, including requirements gathering, solution design, development, and production deployment. The ideal candidate will have solid Spark & Scala development experience with the desire and passion to continue to learn big data technologies. Responsibilities The exciting things you will get to do once employed as a Senior Big Data Engineer: Participate in technical planning & requirements gathering phases including design, coding, testing, troubleshooting, and documenting big data-oriented software applications Be Responsible for the ingestion, maintenance, improvement, cleaning, and manipulation of data in the business’s operational and analytics databases. The ability to troubleshoot any existent issues will be a big plus Design, build and launch extremely efficient & reliable data pipelines to move data (both large and small amounts) to our data warehouses Design, build and launch new data extraction, transformation and loading processes in production Create new systems and tools to enable the customer to consume and understand data faster Build, implement and support the data infrastructure; ingest and transform data (ETL/ELT process) Implements, troubleshoots, and optimizes distributed solutions based on modern big data technologies like Spark, Scala, Storm, and Kafka in both an on premise and cloud deployment model to solve large scale processing problems Define and build large-scale near real-time streaming data processing pipelines that will enable faster, better, data-informed decision making within the business Work inside the team of industry experts on the cutting edge Big Data technologies to develop solutions for deployment at massive scale Study data, identify patterns, make sense out of it and convert it to algorithms Designs and plans BI, and other Visualization Tools capturing and analyzing data from multiple sources to make data-driven decisions, as well as debugs, monitors, and troubleshoots solutions Keep up with industry trends and best practices, advising senior management on new and improved data engineering strategies that will drive departmental performance leading to improvement in overall improvement in data governance across the business, promoting informed decision-making, and ultimately improving overall business performance Required Qualifications The experience and qualifications we hope you bring to the Senior Big Data Engineer position: Bachelor’s Degree with a minimum of 7+ year’s relevant experience or equivalent 4+ years of hands-on experience in Java and Spring frame work Minimum of 4 years Java/J2EE software development experience in a complex enterprise system environment, building software from conception to production deployment 4+ years of hands-on experience in building data pipeline with Java and Spark 4+ years of hands-on experience with various messaging systems, such as Kafka, Spark data manipulation, pipeline creation 2+ years’ experience with traditional relational databases such as Oracle, SQL Server, PostgreSQL, MySQL Experience working in an Agile/Scrum environment Need someone who is a self-starter and team player, capable of working with a team of Architects, Developers, Business/Data Analysts, QA, and client stakeholders Proficient understanding of distributed computing principles Strong written and verbal communications Preferred Qualifications Hands-on experience working with Business Intelligence and Reporting Hands-on experience working within AWS, Azure, Google, or other Cloud Platform based on IaaS and PaaS Solutions. Experience with integration of data from multiple data sources Hands-on experience with DevOps solutions like: Puppet, AWS CloudFormation, Docker and Microservices Intelligence & Visualization Space (Tableau, Power BI, Qlik, Cognos, SAP BOBJ, etc.) Passion for working with open-source technologies as well as commercial platforms Benefits As the Microsoft, Amazon, Google, and IBM partner, DB Best provides you with: Working with the industry-leading partners and customers — you will not be limited with just the one project we covered here Flexible work hours, up to 32 days off annually Friendly teams, experienced colleagues, and perfect work equipment Opportunities for career growth and raising professional skills Travel opportunities Certainly, DB Best is a great place to work. Join our top-tier team of engineers, developers, and experts who are continually pushing the boundaries of what is and what can be. DB Best is the perfect environment for you to grow your skills, understand new technologies, and work with some of the world’s most important companies in creating the future of the cloud. We’re always seeking inquiring minds, so send in your resume today. WHO WE ARE? DB Best is internationally known for comprehensive data-management services, database development and migration, and the creation of highly successful web and mobile systems. Hundreds of customers from all over the world rely on our developers and architects for cost-effective strategies in migrating and modernizing their on-premises and cloud assets every day. Our expertise covers all major databases, including SQL Server, Oracle, Sybase, IBM DB2, PostgreSQL, MySQL, and Access. Unlike smaller, narrow-focused competitors, our developers can choose among many development platforms, including iOS, Android, Windows Mobile, PHP, ASP.NET, and Java. As a Microsoft Gold Partner for five years running with competencies in Application Development, Data Analytics, Data Platform, and Cloud Platform and an Amazon Web Services Consulting Partner, we have the experience to make our customers successful. DB Best has rapidly become one of America’s fastest growing companies, as recognized by our presence on the prestigious Inc. 500 list in 2012. Originally started in Silicon Valley as a two-person team by Dmitry and Irena Balin, DB Best now has hundreds of employees in five countries, including our headquarters in Redmond, Washington, and locations in San Francisco, the UK, Israel, Poland, and Ukraine.",4.3,"DB Best Technologies
4.3","San Francisco, CA",-1,201 to 500 Employees,2002,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,-1
Senior Big Data Engineer,$85k-$159k (Glassdoor Est.),"EPAM is committed to providing our global team of 36,700+ EPAMers with inspiring careers from day one. EPAMers lead with passion and honesty and think creatively. Our people are the source of our success and we value collaboration, try to always understand our customers’ business, and strive for the highest standards of excellence. In today’s new market conditions, we continue to support operations for hundreds of clients around the world remotely, with the vast majority of our teams working from home. No matter where you are located, you’ll join a dedicated, diverse community that will help you discover your fullest potential. Description You are curious, persistent, logical and clever – a true techie at heart. You enjoy living by the code of your craft and developing elegant solutions for complex problems. If this sounds like you, this could be the perfect opportunity to join EPAM as a Senior Big Data Engineer. Scroll down to learn more about the position’s responsibilities and requirements. #LI-DNI #LI-DNP What You’ll Do Activities: data engineering, building data pipelines, migrating legacy code to new platform. Work with product and engineering teams to understand requirements, evaluate new features and architecture to help drive decisions Build collaborative partnerships with architects, technical leads and key individuals within other functional groups Perform detailed analysis of business problems and technical environments and use this in designing quality technical solution Actively participate in code review and test solutions to ensure it meets best practice specifications Build and foster a high performance engineering culture, mentor team members and provide team with the tools and motivation Write project documentation What You Have A degree in an associated field and/or other advanced certification along with significant experience Solid background in Big Data and distributed computing for 5+ years Good experience with Java Hands-on experience with Spark (design, develop, troubleshoot) Good understanding of general concepts of Big Data on the level of infrastructure (Hive, Hadoop) Work experience or knowledge of AWS, S3, EC2, EMR Experience building data ingestion pipelines, Data Warehouse or Database architecture Experience with data modeling; hands-on development experience with modern Big Data components Good understanding of SQL queries, joins, stored procedures, relational schemas Good understanding of CI/CD principles and best practices Experienced in working with modern Agile developing methodologies and tools Analytical approach to problem; excellent interpersonal, mentoring and communication skills Motivated, independent, efficient and able work under pressure with a solid sense for setting priorities Experience in direct customer communications Nice to have Python Athena Terraform Ruby (ability to read code) What We Offer Medical, Dental and Vision Insurance (Subsidized) Health Savings Account Flexible Spending Accounts (Healthcare, Dependent Care, Commuter) Short-Term and Long-Term Disability (Company Provided) Life and AD&D Insurance (Company Provided) Employee Assistance Program Unlimited access to LinkedIn learning solutions Matched 401(k) Retirement Savings Plan Paid Time Off Legal Plan and Identity Theft Protection Accident Insurance Employee Discounts Pet Insurance EPAM welcomes all applicants and will consider qualified candidates with criminal history such as arrest and conviction records in a manner consistent applicable law, including the San Francisco Fair Chance Ordinance and Los Angeles Fair Chance Initiative for Hiring",4.0,"EPAM Systems
4.0","San Jose, CA",-1,10000+ Employees,1993,Company - Public,IT Services,Information Technology,$1 to $2 billion (USD),-1
Lead Data Engineer,$94k-$165k (Glassdoor Est.),"Job no: 497743 Work type: Staff Location: San José Categories: Unit 9 - CSUEU - Technical Support Services, Information Systems & Technology, Probationary, Full Time Job Summary Reporting to the Interim Associate CIO and Senior Director of Enterprise Solutions, the Lead Data Engineer is responsible for SJSU’s Campus Data Warehousing/Business Intelligence implementation. This position will play a key role in the research, design, architecture, creation, development, implementation and maintenance of Campus Data Warehouse. This includes identifying and pulling data from 500+ individual databases across SJSU and curating them into a single data source in order to facilitate data-driven decisions. The Lead Data Engineer should possess a breadth of knowledge, technical skills, and strategic thinking to build a Data Warehouse; answer important questions across a variety of functional areas; and collaborate with business stakeholders and IT management to understand solution requirements and system design for delivering the data model, and developing and implementing the solution to deliver the desired business outcomes. The Lead Data Engineer will assist in conducting technical reviews, creating definitions of business problems, including the preparation of business/technical requirements to support the mission of the university and administrative departments; provide systems and technical support of vendor and locally developed software; and work with the Data Warehouse Project Manager, SJSU IT Enterprise Solutions resources, external vendors, and IT team members. Duties and system assignments may be temporarily or permanently changed to meet the needs and goals of the department and university. Key Responsibilities Lead role where the position defines and oversees how the organization captures, maintains, and applies data and information in order to support key business processes. Implement the strategic direction for building data management programs and optimizing how the organization uses data both internally and externally. Evaluate data that recognizes trends, calling insights, and making recommendations to the executive leadership team to make recommendations to define business strategy. Develop the data strategy and vision for building the analytic ecosystem to evaluate, acquire, integrate, and consume data that drive insights. Define cloud strategy and lead cross-disciplinary teams to design and implement a scalable future state analytical platform architecture. Assists with the development of strategies and coordinates the implementation that support the Organization's development plans and that capture new opportunities. Partner cohesively with the broader Insights leaders across campus concerning the alignment capabilities. Oversee the implementation of analytic methodologies including segmentation, predictive modeling, advanced statistical methods, regression, experimental design, etc. Oversee the sourcing and creation of partnerships with key analytical vendors who can provide specialized expertise to assist with solution development while leading the in-house effort and managing CO interface. Participate in the selection and managing cloud provider relationships. Oversee project plans, timelines, and vendor relationships to ensure releases are delivered with the highest quality, on-time and within budget. Establish governance, manage technology priorities and develop a 3-5 year analytic roadmap for SJSU. Define cloud strategy and lead cross-disciplinary teams to design and implement a scalable future state analytical platform architecture. Partner with University stakeholders and be responsible for data analytics, custodianship, and infrastructure to ensure alignment with departmental data and analytics requirements to avoid conflicting activities, and develop the most efficient data analytics insights across the departments. Identify, interpret, analyze and address critical business issues, questions and to develop use cases. Organize and create an environment that makes data and information accessible with appropriate channels of access controls. Work with internal and external stakeholders to build a relationship of trust and play an advisory role in the use of data to improve performance and University-wide strategy formulation. Develop and document clear understandable plans, roadmaps and communication for business users, technical staff and IT groups. Follow IT policies and standards for maintaining consistency and standards across SJSU campus. Lead and own the interaction with campus technical support staff and customers to provide reliable services. Knowledge, Skills & Abilities Advanced skills in strategic planning, analytical and holistic problem-solving, project management, effective communication and coordination of internal and external resources. Strong interpersonal, communication, organization and planning skills. Ability to work effectively with faculty, staff, and senior administrators in areas other than technology to develop and implement appropriate uses of technology. Ability to understand complex challenges and lead teams of technologists to deploy appropriate technological solutions that meet campus vision and mission. Ability to lead, coordinate and influence the efforts of cross-functional teams. Advanced technical knowledge in IT systems and emerging technology trends and issues. Ability to synthesize data from multiple sources to address complex business questions. Advanced knowledge with analytics tools, “big data” technologies, cloud computing environments, relational database. Ability to partner with key stakeholders to understand what data and analytics support to help drive positive outcomes. Advanced working knowledge in large ERP scale analytics, optimization, business intelligence, and statistics for IT organizations. Ability to identify key insights and built large-scale data products that enhance the customer experience and improve operations processes. Strong ability to provide strategic guidance on emerging technologies to innovate and ensure the SJSU is well-positioned in delivering analytic solutions. Strong ability to deliver on high-impact analytics projects. Skilled in recruiting, developing, inspiring, leading a growing team of data analysts. Advanced working SQL knowledge and skills working with relational databases like Oracle, query authoring (SQL), as well as, working familiarity with a variety of databases. Expert knowledge in high level programming languages like: Python, SQL, Java, and JavaScript. Advanced knowledge in application architectures on public cloud platform such as Amazon Web Services (AWS), Google Cloud Platform (GCP) or IBM Cloud Pak. Advanced knowledge of enterprise data architecture, ETL integration, data warehousing techniques, analytics/end-user reporting tool sets. Advanced knowledge in Visualization tools like Google Data Studio, Tableau, Looker etc. Knowledge building and optimizing ‘big data’ data pipelines, architectures and data sets. Ability to build processes supporting data transformation, data structures, metadata, dependency and workload management. Advanced knowledge of Systems development life cycle methodologies (Agile and Waterfall) in order to develop effective systems. Advanced knowledge of application development, testing and deployment processes and tools. Strong analytic skills related to working with unstructured datasets. Knowledge with big data languages such as R, Python/PySpark and familiarity with cloud architecture. Advanced knowledge in data mining, forecasting, simulation, and/or predictive modeling. Advanced knowledge building BI environments with significant scale and scope. Required Qualifications A Bachelor’s degree, preferably in computer science or business, or equivalent training and applied experience Input required qualifications Five years of experience in business applications analysis, design, and programming for medium or large scale, multi-programmed computers Preferred Qualifications 3+ years’ experience leading a team 3+ years’ experience developing, maintaining and collecting structured and unstructured data sets for analysis and reporting 3+ years advanced analytics experience in support of business strategy 3+ years working experience in implementing public cloud solutions Compensation Classification: Analyst/Programmer - Expert Hiring Range: $6,249/month - $12,100/month San José State University offers employees a comprehensive benefits package typically worth 30-35% of your base salary. For more information on programs available, please see the Employee Benefits Summary. Application Procedure Click to complete the SJSU Online Employment Application and attach the following documents: Resume Letter of Interest All applicants must apply within the specified application period: October 9, 2020 through October 23, 2020. This position is open until filled; however, applications received after screening has begun will be considered at the discretion of the university. Contact Information University Personnel jobs@sjsu.edu 408-924-2166 #LI-SJSU1 Additional Information Satisfactory completion of a background check (including a criminal records check) is required for employment. SJSU will issue a contingent offer of employment to the selected candidate, which may be rescinded if the background check reveals disqualifying information, and/or it is discovered that the candidate knowingly withheld or falsified information. Failure to satisfactorily complete the background check may affect the continued employment of a current CSU employee who was offered the position on a contingent basis. The standard background check includes: criminal check, employment and education verification. Depending on the position, a motor vehicle and/or credit check may be required. All background checks are conducted through the university's third party vendor, Accurate Background. Some positions may also require fingerprinting. SJSU will pay all costs associated with this procedure. Evidence of required degree(s) or certification(s) will be required at time of hire. SJSU IS NOT A SPONSORING AGENCY FOR STAFF OR MANAGEMENT POSITIONS. (e.g. H1-B VISAS) All San José State University employees are considered mandated reporters under the California Child Abuse and Neglect Reporting Act and are required to comply with the requirements set forth in CSU Executive Order 1083 as a condition of employment. Equal Employment Statement San José State University (SJSU) is an Equal Opportunity/Affirmative Action employer committed to nondiscrimination on the basis of age, ancestry, citizenship status, color, creed, disability, ethnicity, gender, genetic information, marital status, medical condition, national origin, race, religion or lack thereof, sex, sexual orientation, transgender, or protected veteran status consistent with applicable federal and state laws. This policy applies to all SJSU students, faculty and staff programs and activities. Title IX of the Education Amendments of 1972, and certain other federal and state laws, prohibit discrimination on the basis of sex in all education programs and activities operated by the university (both on and off campus). Advertised: October 09, 2020 (9:00 AM) Pacific Daylight Time Applications close:",4.2,"California State University
4.2","San Jose, CA",-1,10000+ Employees,1962,College / University,Colleges & Universities,Education,$2 to $5 billion (USD),-1
Lead Data Engineer (Player/Coach),$124k-$218k (Glassdoor Est.),"Req ID: 92593 At NTT DATA Services, we know that with the right people on board, anything is possible. The quality, integrity, and commitment of our employees are key factors in our company’s growth, market presence and our ability to help our clients stay a step ahead of the competition. By hiring the best people and helping them grow both professionally and personally, we ensure a bright future for NTT DATA Services and for the people who work here. NTT DATA Services currently seeks a Lead Data Engineer (Player/Coach) to join our team in Palo Alto, California (US-CA), United States (US). Lead Data Engineer will: Create and maintain the optimal data pipeline architecture based on platform and application requirements Assemble large, complex data sets that meet functional / non-functional business requirements Identify, design, and implement process improvements: automating manual processes, optimizing data delivery, re-designing infrastructure for greater scalability, etc Build the infrastructure required for optimal extraction, transformation, and loading of data from a wide variety of data sources Work with stakeholders including the Executive, Product, Data and Design teams to assist with data-related technical issues and support their data infrastructure needs. Recommend, select and integrate the data tools and frameworks required by the SMART Platform and Applications Design and implement data integration strategies and processes using industry standard methods and tools Incoming Lead Data Engineer should possess: 15+ years of overall technology experience, with 7+ years of data management, modeling and architecture design experience 4 years of Python 5 years' experience with integration of data from multiple data sources 2 years' experience using Hadoop, Kafka, HDFS 2 years' experience building stream-processing systems, using solutions such as Storm or Spark-Streaming 2 years' experience using Spark 2 years' experience in a ""Lead"" role. Nice to have: Experience with NoSQL databases, such as Cassandra, MongoDB, or CouchDB Experience with various messaging systems, such as MQTT or RabbitMQ Experience working in public cloud environments like AWS, Azure. Experience with assisting Data Scientists with conforming and integrating data, data preparation and data cleansing, and then automating that work over time. Good understanding of Lambda Architecture, along with its advantages and drawbacks Experience with Cloudera/MapR/Hortonworks Experience working in large-scale, highly complicated and global environments – Japan experience is a plus A strong team-oriented mindset Experience with SQL and RDBMS systems for analytic querying Experience using various ETL techniques and frameworks, such as Flume and Informatica Experience using Big Data querying tools and approaches including Parquet, Hive, and Impala This position is only available to those interested in direct staff employment opportunities with NTT DATA, Inc. or its subsidiaries. Please note, 1099 or corp-2-corp contractors or the equivalent will NOT be considered. We offer a full comprehensive benefits package that starts from your first day of employment. About NTT DATA Services NTT DATA Services partners with clients to navigate and simplify the modern complexities of business and technology, delivering the insights, solutions and outcomes that matter most. We deliver tangible business results by combining deep industry expertise with applied innovations in digital, cloud and automation across a comprehensive portfolio of consulting, applications, infrastructure and business process services. NTT DATA Services, headquartered in Plano, Texas, is a division of NTT DATA Corporation, a top 10 global business and IT services provider with 118,000+ professionals in more than 50 countries, and NTT Group, a partner to 88 percent of the Fortune 100. Visit nttdataservices.com to learn more. NTT DATA, Inc. (the “Company”) is an equal opportunity employer and makes employment decisions on the basis of merit and business needs. The Company will consider all qualified applicants for employment without regard to race, color, religious creed, citizenship, national origin, ancestry, age, sex, sexual orientation, gender identity, genetic information, physical or mental disability, veteran or marital status, or any other class protected by law. To comply with applicable laws ensuring equal employment opportunities to qualified individuals with a disability, the Company will make reasonable accommodations for the known physical or mental limitations of an otherwise qualified individual with a disability who is an applicant or an employee unless undue hardship to the Company would result.",3.4,"NTT DATA Services
3.4","Palo Alto, CA",-1,10000+ Employees,1967,Company - Public,IT Services,Information Technology,$10+ billion (USD),-1
